Comunidades y Ciudades Autónomas	Grupos ECOICOP ver.2	Tipo de dato	Periodo	Total
Nacional	08 Información y comunicaciones	Media anual	2023	99,804
Nacional	08 Información y comunicaciones	Media anual	2022	97,902
Nacional	08 Información y comunicaciones	Media anual	2021	99,277
Nacional	08 Información y comunicaciones	Media anual	2020	101,989
Nacional	08 Información y comunicaciones	Media anual	2019	103,512
Nacional	08 Información y comunicaciones	Media anual	2018	103,956
Nacional	08 Información y comunicaciones	Media anual	2017	102,764
Nacional	08 Información y comunicaciones	Media anual	2016	102,584
Nacional	08 Información y comunicaciones	Media anual	2015	101,86
Nacional	08 Información y comunicaciones	Media anual	2014	104,953
Nacional	08 Información y comunicaciones	Media anual	2013	112,316
Nacional	08 Información y comunicaciones	Media anual	2012	118,486
Nacional	08 Información y comunicaciones	Media anual	2011	124,522
Nacional	08 Información y comunicaciones	Media anual	2010	128,015
Nacional	08 Información y comunicaciones	Media anual	2009	130,582
Nacional	08 Información y comunicaciones	Media anual	2008	134,704
Nacional	08 Información y comunicaciones	Media anual	2007	139,214
Nacional	08 Información y comunicaciones	Media anual	2006	147,265
Nacional	08 Información y comunicaciones	Media anual	2005	160,746
Nacional	08 Información y comunicaciones	Media anual	2004	177,425
Nacional	08 Información y comunicaciones	Media anual	2003	196,454
Nacional	08 Información y comunicaciones	Media anual	2002	219,674
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2025	0,3
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2024	-0,1
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2023	1,9
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2022	-1,4
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2021	-2,7
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2020	-1,5
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2019	-0,4
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2018	1,2
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2017	0,2
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2016	0,7
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2015	-2,9
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2014	-6,6
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2013	-5,2
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2012	-4,8
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2011	-2,7
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2010	-2
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2009	-3,1
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2008	-3,2
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2007	-5,5
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2006	-8,4
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2005	-9,4
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2004	-9,7
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2003	-10,6
Nacional	08 Información y comunicaciones	Variación de las medias anuales	2002	""
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2025	100
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2024	98,54
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2023	95,737
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2022	90,841
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2021	87,651
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2020	87,291
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2019	87,602
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2018	87,49
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2017	87,391
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2016	85,861
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2015	86,001
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2014	85,481
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2013	85,717
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2012	83,796
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2011	81,756
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2010	80,544
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2009	80,905
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2008	79,759
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2007	77,921
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2006	76,765
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2005	75,44
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2004	74,261
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2003	72,808
Nacional	09 Actividades recreativas, deporte y cultura	Media anual	2002	70,729
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2025	1,5
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2024	2,9
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2023	5,4
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2022	3,6
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2021	0,4
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2020	-0,4
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2019	0,1
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2018	0,1
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2017	1,8
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2016	-0,2
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2015	0,6
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2014	-0,3
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2013	2,3
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2012	2,5
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2011	1,5
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2010	-0,4
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2009	1,4
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2008	2,4
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2007	1,5
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2006	1,8
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2005	1,6
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2004	2
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2003	2,9
Nacional	09 Actividades recreativas, deporte y cultura	Variación de las medias anuales	2002	""
Nacional	10 Enseñanza	Media anual	2025	100
Nacional	10 Enseñanza	Media anual	2024	97,516
Nacional	10 Enseñanza	Media anual	2023	94,906
Nacional	10 Enseñanza	Media anual	2022	93,075
Nacional	10 Enseñanza	Media anual	2021	91,927
Nacional	10 Enseñanza	Media anual	2020	91,785
Nacional	10 Enseñanza	Media anual	2019	91,238
Nacional	10 Enseñanza	Media anual	2018	90,36
Nacional	10 Enseñanza	Media anual	2017	89,655
Nacional	10 Enseñanza	Media anual	2016	88,84
Nacional	10 Enseñanza	Media anual	2015	88,298
Nacional	10 Enseñanza	Media anual	2014	87,368
Nacional	10 Enseñanza	Media anual	2013	85,852
Nacional	10 Enseñanza	Media anual	2012	79,434
Nacional	10 Enseñanza	Media anual	2011	75,793
Nacional	10 Enseñanza	Media anual	2010	74,011
Nacional	10 Enseñanza	Media anual	2009	72,207
Nacional	10 Enseñanza	Media anual	2008	69,777
Nacional	10 Enseñanza	Media anual	2007	67,105
Nacional	10 Enseñanza	Media anual	2006	64,231
Nacional	10 Enseñanza	Media anual	2005	61,768
Nacional	10 Enseñanza	Media anual	2004	59,261
Nacional	10 Enseñanza	Media anual	2003	56,972
Nacional	10 Enseñanza	Media anual	2002	54,326
Nacional	10 Enseñanza	Variación de las medias anuales	2025	2,5
Nacional	10 Enseñanza	Variación de las medias anuales	2024	2,8
Nacional	10 Enseñanza	Variación de las medias anuales	2023	2
Nacional	10 Enseñanza	Variación de las medias anuales	2022	1,2
Nacional	10 Enseñanza	Variación de las medias anuales	2021	0,2
Nacional	10 Enseñanza	Variación de las medias anuales	2020	0,6
Nacional	10 Enseñanza	Variación de las medias anuales	2019	1
Nacional	10 Enseñanza	Variación de las medias anuales	2018	0,8
Nacional	10 Enseñanza	Variación de las medias anuales	2017	0,9
Nacional	10 Enseñanza	Variación de las medias anuales	2016	0,6
Nacional	10 Enseñanza	Variación de las medias anuales	2015	1,1
Nacional	10 Enseñanza	Variación de las medias anuales	2014	1,8
Nacional	10 Enseñanza	Variación de las medias anuales	2013	8,1
Nacional	10 Enseñanza	Variación de las medias anuales	2012	4,8
Nacional	10 Enseñanza	Variación de las medias anuales	2011	2,4
Nacional	10 Enseñanza	Variación de las medias anuales	2010	2,5
Nacional	10 Enseñanza	Variación de las medias anuales	2009	3,5
Nacional	10 Enseñanza	Variación de las medias anuales	2008	4
Nacional	10 Enseñanza	Variación de las medias anuales	2007	4,5
Nacional	10 Enseñanza	Variación de las medias anuales	2006	4
Nacional	10 Enseñanza	Variación de las medias anuales	2005	4,2
Nacional	10 Enseñanza	Variación de las medias anuales	2004	4
Nacional	10 Enseñanza	Variación de las medias anuales	2003	4,9
Nacional	10 Enseñanza	Variación de las medias anuales	2002	""
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2025	100
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2024	95,873
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2023	91,446
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2022	85,594
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2021	80,444
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2020	79,749
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2019	78,888
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2018	77,344
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2017	75,886
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2016	74,501
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2015	73,681
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2014	73,064
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2013	72,717
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2012	72,353
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2011	71,717
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2010	70,598
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2009	69,752
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2008	68,43
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2007	65,351
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2006	62,33
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2005	59,672
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2004	57,257
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2003	55,032
Nacional	11 Restaurantes y servicios de alojamiento	Media anual	2002	52,761
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2025	4,3
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2024	4,8
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2023	6,8
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2022	6,4
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2021	0,9
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2020	1,1
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2019	2
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2018	1,9
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2017	1,9
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2016	1,1
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2015	0,8
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2014	0,5
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2013	0,5
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2012	0,9
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2011	1,6
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2010	1,2
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2009	1,9
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2008	4,7
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2007	4,8
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2006	4,5
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2005	4,2
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2004	4
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2003	4,3
Nacional	11 Restaurantes y servicios de alojamiento	Variación de las medias anuales	2002	""
Nacional	12 Seguros y servicios financieros	Media anual	2025	100
Nacional	12 Seguros y servicios financieros	Media anual	2024	95,358
Nacional	12 Seguros y servicios financieros	Media anual	2023	91,273
Nacional	12 Seguros y servicios financieros	Media anual	2022	88,197
Nacional	12 Seguros y servicios financieros	Media anual	2021	85,832
Nacional	12 Seguros y servicios financieros	Media anual	2020	83,622
Nacional	12 Seguros y servicios financieros	Media anual	2019	82,077
Nacional	12 Seguros y servicios financieros	Media anual	2018	79,934
Nacional	12 Seguros y servicios financieros	Media anual	2017	78,066
Nacional	12 Seguros y servicios financieros	Media anual	2016	75,356
Nacional	12 Seguros y servicios financieros	Media anual	2015	73,055
Nacional	12 Seguros y servicios financieros	Media anual	2014	71,042
